app,score,date,thumbs_up,content
Hevy,3,2025-08-05,28,"not perfect. it doesn't have every possible exercise or every variation, but it does allow you to create exercises, and though the creation method isn't %100 comprehensive, it works with most exercises. also, it won't allow you to put more than two exercises in a single superset, which is slightly annoying, but doesn't really affect the results. overall not bad, and helps track improvement. edit-just found that I can only save 4 workouts and create 7 exercises until hitting paywall. down 1 star."
Hevy,5,2024-12-14,0,I just found this app last week but it's so handy and I love it! It's absolutely worth the $2.99 a month to be able to add whatever custom exercises I want and make however many routines I want it's so user friendly and easy to track progress on. I absolutely adore it and couldn't recommend it more!
Hevy,1,2025-03-21,29,"I like the app and the variety of exercises it can record, but it has a huge problem with syncing with healthy connect. I use Samsung Health, and sometimes the workout I did on hevy will not be recorded in Samsung Health negativity affecting my energy score, even with multiple attempts to troubleshoot the issue. Hevy plz fix the sync issue. I would give it a 5 star if it didn't have this problem"
Hevy,5,2026-05-03,0,"I've used Heavy since day one of my fitness journey and never looked back. The core experience is completely free,log unlimited workouts forever, with automatic lift and progression tracking for the last 3 months. No paywalls on what matters most. Want more? The paid subscription unlocks full lifetime statistics and additional custom exercises and routines. Great extras but totally optional. The free version is genuinely powerful,not a crippled demo. Heavy gives you the tools to track properly."
Hevy,5,2026-05-21,7,"excellent! I changed to hevy after using other apps that were so full of junk they could hardly run, and often didn't even save your progress. HEVY is simple and extremely easy to use, and has every feature I need. Some People say they wish it had more set routines available to chose from, which would be nice but that's also one of the main reasons other apps are so slow ,so I disagree. I just copied my routine from my original app, took 10 minutes as it's very simple to create your own routine."
Hevy,5,2026-05-14,0,"I'm using the free version and it has no ads at all, BLESS WHOEVER MADE THIS APP!! It has been very helpful in reminding me the rest times and how many more sets i have yet to do. Plus, almost all kinds of workouts are in here! So, whether you have equipment or not, there's a high chance it's in this app, so i definitely love using thiss!"
Hevy,5,2026-04-27,0,"I'm two weeks into using this app, and I absolutely love it. With a bit of effort I've been able to fully upload the weight resistance program I purchased and sort all the various routines (Bro split, PPL, and full body). The ability to crop videos to reference when creating custom exercises is super convenient. The timer works great, and being able to edit the routine or add exercises mid-lift is super intuitive and easy. Love the social aspect of it too. Super impressed."
Hevy,5,2026-05-14,0,"Hi I'm by no means a gym rat , however I've had great experience with this app. The pre prepared workouts are great and I found building my own routine to be very helpful. All exercises are demonstrated with graphics and text instructions. The little rewards and pats on the back help keep you motivated. This is very suitable for gym beginners and people who want to get fit and in shape. Keep it up."
Hevy,5,2026-05-17,1,"This is an amazing app. I am on the free version and I can create my own routines using their library of exercises or make custom ones. I can add rest times which automatically start. I love that the app automatically tracks how much weight I've lifted and compares my performance to the previous time I did that exercise. I particularly like the how to section and the filters of equipment and muscle group to find exercises. There's also charts and stats of muscle groups, weight and measurements!"
Hevy,5,2026-05-22,0,was recommended this app. im not a gym person and find alot of the machines baffling but this app shows how to use machine/weights in a easy way. its great being able to see your progress. easy to use once you've started. app tells you when you've reached new goals and keeps track of what you've done. work's off line. im 60 and if i can use it so can you.
Hevy,5,2026-05-14,0,"Great way to track your progression, I always know what exercise to do next and if I'm bored of a particular one Hevy can come with recommendations for similar ones. -- I would love more examples (real life video/gif) of correct form as the gym man illustrations sometimes isn't enough. Overall I highly recommend this as it's helped me tons getting into shape!"
Hevy,5,2026-04-27,0,"I really love this app for so many different reasons. Aside from logging workouts, there's a great variety of stats, little ribbons for every PR that act as a little dopamine hit, and these cute little graphics comparing your lifting volume to lifting helicopters, yachts, etc. I also love the social feature, because I can stay in touch with friends long distance and compare workouts! The paid version is worth every dollar in my opinion, and at $30CAD, the annual plan is pretty affordable!"
Hevy,2,2026-04-30,0,I really enjoy using this app. It's user friendly and easy to log my workouts as I go. But you better hope you don't run into any problems because the customer support is next to non-existent. I've got a subscription issue that I've been trying to get resolved for 2 weeks. Out of the 5 plus emails I've sent them they replied to 1 telling me they see what the problem is but unfortunately that thread went cold. Super frustrating dealing with generated auto replies.
Hevy,5,2026-05-01,3,Started using this for the free version while getting back into weight lifting. used it for a year and love it. so easy to use. it provides a library of exercises to do for each muscle group and has videos of how to do it and where you should feel it so you can ensure you are doing it correctly. have recently signed up for the pro version as use it almost every day and now want to add in more than my 4 free routines. I know it is money well spent. would highly recommend for the free or pro vs
